notification_id,request_id,recipient_user_id,notification_type,sent_at,read_at
3587,1002766,136,Assignment,2024-09-25 05:00:00,2024-09-25 17:00:00
3588,1002767,158,Assignment,2025-09-27 21:03:00,2025-09-28 14:03:00
3589,1002767,158,Closure,2025-09-29 04:03:00,2025-09-29 10:03:00
3590,1002768,121,SLA At Risk,2025-07-07 18:17:00,
3591,1002769,91,Escalation,2025-05-28 00:23:00,2025-05-28 03:23:00
3592,1002770,68,Escalation,2024-09-19 22:22:00,2024-09-20 18:22:00
3593,1002770,68,Assignment,2024-09-19 14:22:00,2024-09-21 06:22:00
3594,1002771,150,Escalation,2024-08-26 07:54:00,2024-08-28 00:54:00
3595,1002771,150,SLA At Risk,2024-08-25 15:54:00,2024-08-26 21:54:00
3596,1002772,137,Closure,2025-03-12 10:03:00,2025-03-13 01:03:00
3597,1002773,73,Assignment,2026-02-23 06:27:00,2026-02-24 10:27:00
3598,1002774,113,SLA At Risk,2025-05-12 07:51:00,2025-05-12 14:51:00
3599,1002775,21,Assignment,2024-12-18 15:32:00,
3600,1002776,152,SLA At Risk,2025-09-17 12:21:00,2025-09-18 19:21:00
3601,1002777,105,Follow-up Due,2025-11-14 03:58:00,2025-11-14 20:58:00
3602,1002777,105,Escalation,2025-11-13 18:58:00,2025-11-15 01:58:00
3603,1002778,62,SLA At Risk,2025-10-14 10:27:00,2025-10-14 14:27:00
3604,1002779,157,Follow-up Due,2025-06-11 18:05:00,
3605,1002780,161,Follow-up Due,2026-01-25 10:01:00,
3606,1002780,161,Assignment,2026-01-24 00:01:00,
3607,1002781,108,Follow-up Due,2025-10-17 21:48:00,2025-10-18 20:48:00
3608,1002782,271,Assignment,2025-07-11 11:02:00,2025-07-13 03:02:00
3609,1002783,158,Follow-up Due,2024-08-22 14:19:00,2024-08-23 11:19:00
3610,1002783,158,Follow-up Due,2024-08-23 03:19:00,2024-08-24 21:19:00
3611,1002784,3,Assignment,2024-09-18 16:30:00,
3612,1002785,97,Escalation,2026-06-04 04:51:00,2026-06-05 09:51:00
3613,1002785,97,Assignment,2026-06-04 11:51:00,2026-06-05 08:51:00
3614,1002786,41,Closure,2026-06-27 02:41:00,
3615,1002786,41,Closure,2026-06-28 22:41:00,2026-06-29 02:41:00
3616,1002787,193,Follow-up Due,2025-03-29 19:03:00,2025-03-30 10:03:00
3617,1002787,193,Assignment,2025-03-30 17:03:00,2025-04-01 04:03:00
3618,1002788,176,Escalation,2026-04-27 20:26:00,2026-04-28 00:26:00
3619,1002789,30,Escalation,2026-06-04 07:24:00,2026-06-06 04:24:00
3620,1002789,30,SLA At Risk,2026-06-05 16:24:00,2026-06-06 04:24:00
3621,1002790,182,Escalation,2025-10-04 15:02:00,2025-10-06 15:02:00
3622,1002791,92,Assignment,2026-03-06 04:10:00,2026-03-06 18:10:00
3623,1002792,143,Closure,2025-11-19 05:21:00,2025-11-19 15:21:00
3624,1002793,264,SLA At Risk,2025-07-04 02:15:00,2025-07-05 16:15:00
3625,1002794,82,Follow-up Due,2026-01-01 13:16:00,2026-01-03 12:16:00
3626,1002795,71,Escalation,2024-12-03 08:16:00,2024-12-05 04:16:00
3627,1002796,18,Assignment,2025-04-09 14:10:00,
3628,1002797,75,Closure,2025-05-27 12:07:00,2025-05-28 17:07:00
3629,1002798,116,Assignment,2024-10-23 11:45:00,2024-10-24 12:45:00
3630,1002798,116,Closure,2024-10-22 20:45:00,2024-10-23 23:45:00
3631,1002799,218,Closure,2026-04-14 01:56:00,2026-04-15 05:56:00
3632,1002800,132,Escalation,2026-02-21 03:16:00,2026-02-22 00:16:00
3633,1002801,75,Follow-up Due,2024-11-29 06:55:00,2024-11-29 09:55:00
3634,1002802,221,Closure,2024-08-31 16:49:00,2024-09-02 13:49:00
3635,1002803,156,Assignment,2026-04-29 10:48:00,
3636,1002803,156,Follow-up Due,2026-04-27 18:48:00,2026-04-28 01:48:00
3637,1002804,220,SLA At Risk,2025-07-21 14:34:00,
3638,1002805,40,Assignment,2025-06-17 12:07:00,2025-06-18 01:07:00
3639,1002805,40,Escalation,2025-06-19 11:07:00,2025-06-20 14:07:00
3640,1002806,98,Closure,2025-11-24 19:36:00,2025-11-26 11:36:00
3641,1002807,184,Closure,2025-03-13 03:47:00,2025-03-13 15:47:00
3642,1002807,184,Follow-up Due,2025-03-14 13:47:00,2025-03-16 05:47:00
3643,1002808,210,SLA At Risk,2024-09-29 10:29:00,2024-10-01 08:29:00
3644,1002808,210,Escalation,2024-09-30 09:29:00,2024-10-02 04:29:00
3645,1002809,175,SLA At Risk,2026-03-09 12:53:00,
3646,1002810,156,Closure,2026-01-10 16:19:00,
3647,1002810,156,SLA At Risk,2026-01-11 10:19:00,
3648,1002811,5,Escalation,2024-10-28 03:01:00,2024-10-28 07:01:00
3649,1002812,25,Escalation,2025-12-09 20:54:00,2025-12-11 12:54:00
3650,1002813,98,Assignment,2025-03-19 20:12:00,2025-03-20 00:12:00
3651,1002814,80,Follow-up Due,2026-03-18 01:14:00,2026-03-18 13:14:00
3652,1002815,121,Escalation,2025-05-27 09:41:00,2025-05-27 17:41:00
3653,1002815,121,Assignment,2025-05-28 02:41:00,2025-05-29 10:41:00
3654,1002816,103,Follow-up Due,2024-09-09 07:50:00,
3655,1002817,154,SLA At Risk,2025-10-21 06:11:00,2025-10-22 08:11:00
3656,1002817,154,Closure,2025-10-19 02:11:00,2025-10-20 04:11:00
3657,1002818,84,Closure,2025-01-07 07:27:00,
3658,1002818,84,Follow-up Due,2025-01-07 04:27:00,
3659,1002819,158,Follow-up Due,2026-06-26 05:50:00,2026-06-27 16:50:00
3660,1002819,158,Assignment,2026-06-26 04:50:00,2026-06-27 20:50:00
3661,1002820,42,Follow-up Due,2025-08-24 19:06:00,2025-08-26 12:06:00
3662,1002821,32,Assignment,2026-05-26 13:58:00,
3663,1002822,24,SLA At Risk,2025-08-31 11:11:00,
3664,1002823,88,Escalation,2025-01-19 09:17:00,2025-01-21 03:17:00
3665,1002824,179,Closure,2024-09-27 07:23:00,
3666,1002824,179,SLA At Risk,2024-09-28 08:23:00,2024-09-30 07:23:00
3667,1002825,51,Assignment,2026-03-17 17:42:00,2026-03-19 12:42:00
3668,1002826,75,SLA At Risk,2025-11-19 22:03:00,2025-11-21 02:03:00
3669,1002827,272,Escalation,2025-10-25 01:38:00,
3670,1002828,64,Closure,2025-09-07 23:04:00,
3671,1002828,64,Follow-up Due,2025-09-07 15:04:00,2025-09-09 13:04:00
3672,1002829,164,Escalation,2024-10-28 23:47:00,2024-10-30 17:47:00
3673,1002830,81,SLA At Risk,2024-10-22 13:19:00,2024-10-24 03:19:00
3674,1002831,175,SLA At Risk,2024-12-10 19:20:00,
3675,1002831,175,Follow-up Due,2024-12-12 03:20:00,
3676,1002832,53,Closure,2025-08-12 23:40:00,2025-08-13 22:40:00
3677,1002832,53,Follow-up Due,2025-08-13 15:40:00,2025-08-15 07:40:00
3678,1002833,61,SLA At Risk,2024-11-17 05:56:00,
3679,1002833,61,SLA At Risk,2024-11-19 02:56:00,2024-11-19 18:56:00
3680,1002834,203,Assignment,2026-06-04 13:18:00,
3681,1002834,203,Follow-up Due,2026-06-02 23:18:00,2026-06-04 19:18:00
3682,1002835,158,SLA At Risk,2026-06-19 00:38:00,2026-06-20 23:38:00
3683,1002836,31,Escalation,2024-11-06 02:13:00,2024-11-06 05:13:00
3684,1002837,148,SLA At Risk,2026-03-03 04:38:00,2026-03-04 16:38:00
3685,1002838,249,Follow-up Due,2025-06-12 09:29:00,2025-06-12 20:29:00
3686,1002838,249,Closure,2025-06-12 00:29:00,2025-06-13 01:29:00
3687,1002839,178,Assignment,2026-05-07 11:14:00,2026-05-09 08:14:00
3688,1002839,178,Assignment,2026-05-09 19:14:00,2026-05-11 12:14:00
3689,1002840,165,Follow-up Due,2025-08-05 21:56:00,2025-08-07 05:56:00
3690,1002840,165,SLA At Risk,2025-08-04 10:56:00,2025-08-06 08:56:00
3691,1002841,177,Follow-up Due,2026-05-11 16:00:00,2026-05-13 06:00:00
3692,1002841,177,Escalation,2026-05-12 04:00:00,2026-05-13 03:00:00
3693,1002842,9,SLA At Risk,2025-06-08 07:35:00,2025-06-09 20:35:00
3694,1002843,38,SLA At Risk,2024-12-11 06:17:00,2024-12-11 15:17:00
3695,1002844,4,Closure,2024-12-01 00:08:00,2024-12-01 11:08:00
3696,1002845,29,Escalation,2024-11-05 23:26:00,2024-11-06 16:26:00
3697,1002845,29,Follow-up Due,2024-11-05 22:26:00,
3698,1002846,60,Follow-up Due,2024-08-20 11:18:00,2024-08-21 05:18:00
3699,1002847,189,Follow-up Due,2025-12-20 06:42:00,2025-12-21 09:42:00
3700,1002847,189,Assignment,2025-12-17 19:42:00,2025-12-19 04:42:00
3701,1002848,146,Follow-up Due,2026-01-01 17:26:00,2026-01-02 18:26:00
3702,1002849,11,SLA At Risk,2024-09-30 23:38:00,2024-10-02 09:38:00
3703,1002850,129,Closure,2025-05-22 20:35:00,2025-05-24 19:35:00
3704,1002850,129,Assignment,2025-05-23 11:35:00,2025-05-25 07:35:00
3705,1002851,39,Follow-up Due,2025-07-23 07:16:00,2025-07-24 22:16:00
3706,1002852,88,Escalation,2025-06-24 19:56:00,2025-06-26 12:56:00
3707,1002853,258,SLA At Risk,2026-02-12 17:40:00,2026-02-13 14:40:00
3708,1002854,158,Escalation,2025-07-26 18:13:00,2025-07-27 14:13:00
3709,1002855,180,SLA At Risk,2026-03-08 08:08:00,
3710,1002856,179,Escalation,2025-12-01 11:30:00,2025-12-01 15:30:00
3711,1002857,74,Closure,2025-07-15 18:19:00,2025-07-17 03:19:00
3712,1002858,4,Follow-up Due,2025-08-17 18:31:00,2025-08-18 01:31:00
3713,1002858,4,Escalation,2025-08-19 06:31:00,2025-08-19 21:31:00
3714,1002859,97,SLA At Risk,2024-10-27 14:07:00,
3715,1002860,146,Closure,2025-01-27 23:48:00,2025-01-28 01:48:00
3716,1002860,146,Closure,2025-01-29 21:48:00,
3717,1002861,100,Escalation,2025-06-19 13:52:00,
3718,1002862,128,Escalation,2026-04-29 23:18:00,2026-05-01 12:18:00
3719,1002862,128,Follow-up Due,2026-04-30 02:18:00,2026-04-30 12:18:00
3720,1002863,69,Escalation,2024-10-28 09:11:00,2024-10-30 05:11:00
3721,1002863,69,Follow-up Due,2024-10-27 10:11:00,2024-10-29 06:11:00
3722,1002864,107,Assignment,2025-02-22 19:44:00,2025-02-23 04:44:00
3723,1002865,45,Follow-up Due,2026-05-11 08:58:00,2026-05-12 02:58:00
3724,1002866,46,Follow-up Due,2026-02-12 04:14:00,2026-02-13 13:14:00
3725,1002866,46,SLA At Risk,2026-02-12 12:14:00,2026-02-13 16:14:00
3726,1002867,9,Assignment,2024-12-24 14:28:00,2024-12-25 08:28:00
3727,1002868,87,Follow-up Due,2024-10-02 10:47:00,2024-10-03 04:47:00
3728,1002869,221,Follow-up Due,2025-09-21 01:27:00,
3729,1002870,95,Closure,2024-09-16 14:17:00,2024-09-16 22:17:00
3730,1002870,95,Follow-up Due,2024-09-17 02:17:00,2024-09-18 19:17:00
3731,1002871,181,SLA At Risk,2025-03-15 02:18:00,2025-03-16 17:18:00
3732,1002872,29,Follow-up Due,2024-08-24 06:22:00,2024-08-24 20:22:00
3733,1002872,29,Assignment,2024-08-24 12:22:00,
3734,1002873,166,Assignment,2024-09-19 19:27:00,
3735,1002873,166,Follow-up Due,2024-09-22 10:27:00,
3736,1002874,11,Assignment,2025-04-06 12:07:00,2025-04-08 06:07:00
3737,1002874,11,SLA At Risk,2025-04-07 05:07:00,2025-04-07 22:07:00
3738,1002875,260,Closure,2025-02-12 12:05:00,2025-02-14 02:05:00
3739,1002876,31,Closure,2025-12-12 04:44:00,
3740,1002876,31,Assignment,2025-12-13 07:44:00,2025-12-14 00:44:00
3741,1002877,77,SLA At Risk,2026-05-11 08:39:00,2026-05-12 14:39:00
3742,1002877,77,Escalation,2026-05-12 05:39:00,2026-05-12 14:39:00
3743,1002878,119,Closure,2025-12-28 22:56:00,2025-12-29 00:56:00
3744,1002879,1,Escalation,2026-04-22 17:23:00,2026-04-23 12:23:00
3745,1002880,126,Assignment,2025-05-12 18:37:00,2025-05-14 11:37:00
3746,1002880,126,Closure,2025-05-12 18:37:00,2025-05-12 19:37:00
3747,1002881,167,Closure,2025-08-05 06:09:00,
3748,1002882,160,Assignment,2025-05-08 08:45:00,2025-05-09 21:45:00
3749,1002882,160,Escalation,2025-05-10 11:45:00,2025-05-11 04:45:00
3750,1002883,85,Assignment,2025-12-15 04:36:00,2025-12-17 04:36:00
3751,1002884,149,Assignment,2024-11-03 16:58:00,2024-11-04 04:58:00
3752,1002885,113,Assignment,2025-01-04 12:34:00,2025-01-06 03:34:00
3753,1002886,105,Closure,2025-01-23 07:11:00,
3754,1002887,94,Escalation,2026-04-03 06:22:00,2026-04-03 12:22:00
3755,1002888,91,Closure,2025-11-14 08:10:00,2025-11-16 04:10:00
3756,1002888,91,Follow-up Due,2025-11-13 14:10:00,
3757,1002889,3,SLA At Risk,2026-03-11 17:21:00,2026-03-11 23:21:00
3758,1002889,3,Escalation,2026-03-11 23:21:00,2026-03-13 14:21:00
3759,1002890,25,SLA At Risk,2026-05-17 10:26:00,2026-05-19 08:26:00
3760,1002890,25,Escalation,2026-05-19 08:26:00,2026-05-19 13:26:00
3761,1002891,104,Assignment,2024-10-01 14:21:00,2024-10-03 13:21:00
3762,1002891,104,Follow-up Due,2024-09-30 17:21:00,2024-10-01 19:21:00
3763,1002892,173,Assignment,2025-11-25 05:38:00,2025-11-25 16:38:00
3764,1002893,159,Closure,2025-10-04 03:10:00,2025-10-04 08:10:00
3765,1002894,98,Closure,2025-10-27 01:58:00,2025-10-28 20:58:00
3766,1002895,26,Escalation,2026-02-19 07:59:00,
3767,1002896,151,Escalation,2025-12-05 11:33:00,2025-12-06 19:33:00
3768,1002897,36,Assignment,2024-09-01 04:27:00,2024-09-02 05:27:00
3769,1002898,179,Closure,2025-01-24 18:40:00,2025-01-26 15:40:00
3770,1002898,179,Assignment,2025-01-27 04:40:00,
3771,1002899,245,Follow-up Due,2024-12-15 00:13:00,
3772,1002899,245,Closure,2024-12-16 02:13:00,
3773,1002900,96,Closure,2024-10-23 12:46:00,2024-10-23 23:46:00
3774,1002901,214,Closure,2025-10-14 20:17:00,2025-10-15 22:17:00
3775,1002901,214,Closure,2025-10-14 23:17:00,
3776,1002902,184,Escalation,2026-06-29 12:40:00,2026-06-29 13:40:00
3777,1002903,215,Escalation,2025-05-02 12:36:00,2025-05-04 12:36:00
3778,1002904,68,Escalation,2025-06-05 05:05:00,2025-06-06 08:05:00
3779,1002904,68,Assignment,2025-06-04 17:05:00,
3780,1002905,72,Follow-up Due,2024-10-03 04:46:00,2024-10-05 04:46:00
3781,1002906,149,Assignment,2026-01-20 14:39:00,2026-01-21 02:39:00
3782,1002907,148,Escalation,2026-04-30 17:13:00,
3783,1002908,78,Closure,2025-12-31 12:21:00,2026-01-01 09:21:00
3784,1002908,78,SLA At Risk,2025-12-30 06:21:00,2025-12-31 13:21:00
3785,1002909,84,SLA At Risk,2026-05-08 07:16:00,2026-05-10 06:16:00
3786,1002910,72,Follow-up Due,2025-12-04 12:49:00,2025-12-05 23:49:00
3787,1002911,187,SLA At Risk,2026-05-13 07:39:00,2026-05-13 21:39:00
3788,1002912,136,Closure,2024-10-26 10:59:00,
3789,1002913,137,SLA At Risk,2025-04-28 20:13:00,2025-04-29 15:13:00
3790,1002914,168,Follow-up Due,2025-02-21 11:50:00,2025-02-21 12:50:00
3791,1002915,11,Escalation,2025-01-24 18:56:00,
3792,1002915,11,Follow-up Due,2025-01-26 13:56:00,2025-01-28 08:56:00
3793,1002916,119,Closure,2025-04-08 03:05:00,2025-04-09 20:05:00
3794,1002916,119,Closure,2025-04-07 06:05:00,2025-04-09 06:05:00
3795,1002917,136,Follow-up Due,2025-06-16 20:43:00,
3796,1002918,210,Closure,2025-10-25 13:02:00,2025-10-25 16:02:00
3797,1002919,33,SLA At Risk,2025-01-17 15:00:00,
3798,1002919,33,Follow-up Due,2025-01-18 00:00:00,2025-01-18 11:00:00
3799,1002920,33,Follow-up Due,2025-06-29 20:00:00,2025-06-30 00:00:00
3800,1002920,33,Follow-up Due,2025-06-29 10:00:00,
3801,1002921,148,SLA At Risk,2025-01-07 05:29:00,
3802,1002921,148,Follow-up Due,2025-01-07 23:29:00,2025-01-08 00:29:00
3803,1002922,171,Closure,2024-10-14 01:21:00,2024-10-15 04:21:00
3804,1002923,56,SLA At Risk,2024-08-20 15:57:00,2024-08-22 13:57:00
3805,1002924,220,Assignment,2025-08-22 10:39:00,2025-08-23 07:39:00
3806,1002924,220,Escalation,2025-08-24 07:39:00,2025-08-24 18:39:00
3807,1002925,99,Closure,2025-05-19 11:30:00,2025-05-21 10:30:00
3808,1002925,99,SLA At Risk,2025-05-20 11:30:00,2025-05-21 21:30:00
3809,1002926,100,Closure,2026-05-11 00:50:00,2026-05-12 13:50:00
3810,1002927,7,Assignment,2025-05-05 09:13:00,2025-05-06 06:13:00
3811,1002928,80,Assignment,2024-12-04 04:14:00,
3812,1002929,106,Assignment,2025-06-07 13:09:00,2025-06-08 03:09:00
3813,1002929,106,Closure,2025-06-07 07:09:00,
3814,1002930,181,Assignment,2024-08-22 18:56:00,2024-08-23 08:56:00
3815,1002931,136,Assignment,2025-10-31 06:16:00,2025-11-02 04:16:00
3816,1002932,27,Closure,2025-01-05 18:04:00,2025-01-06 15:04:00
3817,1002933,120,Assignment,2025-10-19 03:33:00,2025-10-20 23:33:00
3818,1002934,82,Assignment,2025-09-11 16:35:00,2025-09-12 13:35:00
3819,1002935,81,Follow-up Due,2026-05-28 18:38:00,2026-05-28 22:38:00
3820,1002936,165,Closure,2025-05-24 19:17:00,2025-05-25 22:17:00
3821,1002937,34,Escalation,2025-08-23 06:26:00,
3822,1002938,255,SLA At Risk,2024-11-14 11:54:00,2024-11-14 15:54:00
3823,1002939,81,SLA At Risk,2026-06-27 00:02:00,2026-06-28 15:02:00
3824,1002939,81,Closure,2026-06-26 17:02:00,2026-06-26 21:02:00
3825,1002940,66,SLA At Risk,2025-01-19 21:50:00,2025-01-21 20:50:00
3826,1002941,45,SLA At Risk,2024-08-29 18:39:00,2024-08-30 18:39:00
3827,1002942,13,SLA At Risk,2026-01-12 09:41:00,2026-01-14 01:41:00
3828,1002942,13,Assignment,2026-01-13 09:41:00,
3829,1002943,83,Closure,2026-01-05 10:23:00,
3830,1002944,170,Closure,2025-02-26 13:33:00,2025-02-27 21:33:00
3831,1002945,25,Escalation,2025-06-13 01:32:00,2025-06-13 05:32:00
3832,1002945,25,Escalation,2025-06-15 03:32:00,2025-06-16 05:32:00
3833,1002946,149,Escalation,2025-03-17 23:09:00,2025-03-19 22:09:00
3834,1002947,108,Closure,2025-08-18 11:52:00,2025-08-19 17:52:00
3835,1002947,108,Assignment,2025-08-16 22:52:00,
3836,1002948,46,Closure,2025-10-24 03:12:00,2025-10-26 03:12:00
3837,1002949,25,SLA At Risk,2025-07-09 09:27:00,2025-07-11 01:27:00
3838,1002950,65,Follow-up Due,2025-05-08 08:05:00,
3839,1002951,23,Assignment,2024-09-19 23:35:00,2024-09-20 01:35:00
3840,1002952,90,Assignment,2025-12-10 18:32:00,2025-12-12 13:32:00
3841,1002953,62,Escalation,2025-03-05 15:22:00,
3842,1002954,130,Assignment,2025-06-18 20:25:00,2025-06-19 14:25:00
3843,1002955,90,Closure,2026-04-18 01:34:00,2026-04-19 14:34:00
3844,1002956,268,Assignment,2026-06-04 02:50:00,2026-06-04 21:50:00
3845,1002957,82,Closure,2024-09-15 22:30:00,2024-09-16 11:30:00
3846,1002958,98,Closure,2026-02-27 17:59:00,2026-03-01 09:59:00
3847,1002959,61,Closure,2026-06-21 03:04:00,2026-06-21 22:04:00
3848,1002960,175,SLA At Risk,2024-10-21 04:32:00,2024-10-22 03:32:00
3849,1002960,175,Follow-up Due,2024-10-20 09:32:00,2024-10-21 01:32:00
3850,1002961,20,SLA At Risk,2025-06-10 01:05:00,2025-06-10 15:05:00
3851,1002962,175,Closure,2025-07-19 14:59:00,
3852,1002962,175,Closure,2025-07-19 18:59:00,
3853,1002963,67,Closure,2025-05-31 17:48:00,2025-06-02 17:48:00
3854,1002963,67,Closure,2025-06-01 20:48:00,2025-06-03 19:48:00
3855,1002964,255,Assignment,2025-08-24 17:01:00,2025-08-25 18:01:00
3856,1002965,83,Assignment,2025-02-22 16:41:00,2025-02-23 03:41:00
3857,1002966,92,Escalation,2024-09-20 22:48:00,2024-09-22 05:48:00
3858,1002967,53,Closure,2026-03-16 02:34:00,2026-03-17 09:34:00
3859,1002968,22,SLA At Risk,2026-01-18 04:41:00,2026-01-18 20:41:00
3860,1002968,22,SLA At Risk,2026-01-18 07:41:00,2026-01-18 08:41:00
3861,1002969,8,Closure,2025-06-24 19:00:00,2025-06-25 12:00:00
3862,1002970,110,Escalation,2024-11-12 08:31:00,2024-11-13 14:31:00
3863,1002971,109,Closure,2024-12-11 17:49:00,2024-12-13 08:49:00
3864,1002972,50,Assignment,2025-07-03 15:08:00,
3865,1002973,13,Escalation,2026-05-12 07:03:00,2026-05-12 09:03:00
3866,1002973,13,Assignment,2026-05-10 14:03:00,2026-05-11 20:03:00
3867,1002974,272,Follow-up Due,2026-01-17 01:39:00,2026-01-17 13:39:00
3868,1002975,268,Follow-up Due,2025-07-02 21:33:00,2025-07-03 23:33:00
3869,1002976,136,Escalation,2024-09-24 01:03:00,
3870,1002976,136,Escalation,2024-09-25 13:03:00,2024-09-25 18:03:00
3871,1002977,38,Assignment,2025-06-23 02:18:00,2025-06-23 07:18:00
3872,1002978,13,Escalation,2025-12-06 04:20:00,2025-12-06 15:20:00
3873,1002979,159,Follow-up Due,2025-07-09 15:51:00,2025-07-10 19:51:00
3874,1002980,131,Escalation,2025-08-06 15:12:00,2025-08-06 21:12:00
3875,1002981,167,Assignment,2024-09-15 01:43:00,2024-09-15 02:43:00
3876,1002981,167,Follow-up Due,2024-09-15 18:43:00,2024-09-16 12:43:00
3877,1002982,271,Escalation,2025-06-28 20:32:00,
3878,1002982,271,SLA At Risk,2025-06-28 09:32:00,
3879,1002983,227,Closure,2025-08-20 18:41:00,
3880,1002984,221,Assignment,2024-11-11 11:26:00,2024-11-11 17:26:00
3881,1002985,80,Assignment,2024-12-14 07:11:00,2024-12-15 06:11:00
3882,1002986,11,Closure,2025-07-21 12:33:00,
3883,1002987,157,Follow-up Due,2025-04-06 03:45:00,2025-04-07 10:45:00
3884,1002987,157,SLA At Risk,2025-04-07 03:45:00,2025-04-07 08:45:00
3885,1002988,71,Escalation,2024-08-17 04:38:00,2024-08-18 14:38:00
3886,1002989,89,Follow-up Due,2025-04-07 19:20:00,2025-04-08 03:20:00
3887,1002989,89,SLA At Risk,2025-04-08 11:20:00,2025-04-08 12:20:00
3888,1002990,41,Escalation,2024-10-22 19:54:00,
3889,1002991,23,Closure,2025-04-23 11:23:00,2025-04-24 00:23:00
3890,1002991,23,Escalation,2025-04-22 17:23:00,2025-04-24 04:23:00
3891,1002992,76,Closure,2025-05-30 13:25:00,2025-06-01 00:25:00
3892,1002992,76,Follow-up Due,2025-05-30 06:25:00,2025-05-31 17:25:00
3893,1002993,144,SLA At Risk,2026-06-17 06:13:00,2026-06-18 15:13:00
3894,1002993,144,Closure,2026-06-16 19:13:00,
3895,1002994,76,Escalation,2025-12-14 14:00:00,
3896,1002995,257,SLA At Risk,2026-03-15 14:22:00,
3897,1002995,257,Assignment,2026-03-15 13:22:00,2026-03-16 06:22:00
3898,1002996,221,SLA At Risk,2026-06-17 09:28:00,2026-06-18 17:28:00
3899,1002996,221,Assignment,2026-06-16 00:28:00,2026-06-17 03:28:00
3900,1002997,48,Assignment,2025-03-08 11:39:00,2025-03-09 21:39:00
3901,1002998,255,Closure,2025-04-13 08:13:00,2025-04-14 01:13:00
3902,1002999,121,Closure,2025-12-14 06:51:00,2025-12-15 18:51:00
3903,1002999,121,Escalation,2025-12-14 08:51:00,
3904,1003000,146,Closure,2025-03-07 15:36:00,2025-03-08 00:36:00
3905,1003001,268,Closure,2024-12-20 14:35:00,
3906,1003002,63,Assignment,2024-11-04 02:01:00,2024-11-05 22:01:00
3907,1003002,63,Assignment,2024-11-03 13:01:00,2024-11-04 18:01:00
3908,1003003,129,Assignment,2026-07-01 00:09:00,2026-07-01 21:09:00
3909,1003003,129,SLA At Risk,2026-07-01 14:09:00,2026-07-03 07:09:00
3910,1003004,32,SLA At Risk,2026-02-02 21:07:00,2026-02-03 07:07:00
3911,1003004,32,Escalation,2026-01-31 23:07:00,2026-02-01 17:07:00
3912,1003005,213,SLA At Risk,2025-12-01 18:56:00,
3913,1003005,213,Closure,2025-12-02 07:56:00,2025-12-03 10:56:00
3914,1003006,100,Follow-up Due,2025-05-08 09:45:00,2025-05-09 00:45:00
3915,1003007,43,SLA At Risk,2026-02-10 15:06:00,2026-02-11 07:06:00
3916,1003008,73,Closure,2026-05-27 19:20:00,
3917,1003008,73,Escalation,2026-05-28 04:20:00,
3918,1003009,268,Follow-up Due,2026-03-13 23:27:00,
3919,1003010,19,SLA At Risk,2024-11-11 00:19:00,2024-11-11 06:19:00
3920,1003011,151,Assignment,2026-01-31 09:36:00,2026-01-31 17:36:00
3921,1003012,43,Follow-up Due,2025-12-27 04:04:00,2025-12-28 13:04:00
3922,1003013,48,Follow-up Due,2024-11-21 19:30:00,
3923,1003014,166,Follow-up Due,2025-05-25 05:21:00,2025-05-25 23:21:00
3924,1003015,47,Follow-up Due,2026-02-02 06:10:00,2026-02-03 10:10:00
3925,1003016,249,Closure,2026-01-22 17:49:00,2026-01-23 12:49:00
3926,1003016,249,Closure,2026-01-25 10:49:00,2026-01-26 06:49:00
3927,1003017,33,Escalation,2025-02-15 11:38:00,2025-02-16 23:38:00
3928,1003018,107,SLA At Risk,2025-04-14 15:27:00,2025-04-15 15:27:00
3929,1003019,120,Escalation,2024-10-15 15:09:00,2024-10-17 05:09:00
3930,1003020,146,Assignment,2026-03-07 19:20:00,2026-03-09 05:20:00
3931,1003021,23,Follow-up Due,2026-06-27 13:11:00,2026-06-28 10:11:00
3932,1003022,8,Escalation,2025-02-26 15:50:00,2025-02-27 15:50:00
3933,1003023,271,Follow-up Due,2026-03-04 21:46:00,
3934,1003023,271,Escalation,2026-03-05 02:46:00,
3935,1003024,210,Closure,2026-05-30 21:20:00,2026-05-31 10:20:00
3936,1003024,210,Follow-up Due,2026-05-31 04:20:00,2026-06-01 04:20:00
3937,1003025,245,Assignment,2024-12-24 10:29:00,2024-12-24 14:29:00
3938,1003026,115,Assignment,2025-12-21 16:47:00,2025-12-22 11:47:00
3939,1003027,203,Escalation,2025-02-23 16:03:00,2025-02-24 13:03:00
3940,1003028,226,Assignment,2025-10-28 05:16:00,2025-10-29 19:16:00
3941,1003029,252,Assignment,2025-05-18 20:51:00,
3942,1003029,252,Assignment,2025-05-20 21:51:00,
3943,1003030,46,Assignment,2025-10-30 14:42:00,
3944,1003031,73,Follow-up Due,2025-02-09 21:38:00,2025-02-10 20:38:00
3945,1003032,36,Closure,2026-05-11 02:59:00,2026-05-11 20:59:00
3946,1003033,148,Assignment,2025-12-19 21:10:00,2025-12-21 19:10:00
3947,1003034,153,SLA At Risk,2026-01-11 09:24:00,2026-01-12 19:24:00
3948,1003034,153,Closure,2026-01-09 16:24:00,2026-01-11 02:24:00
3949,1003035,72,Follow-up Due,2026-04-12 02:19:00,2026-04-12 06:19:00
3950,1003036,8,Closure,2025-01-24 11:55:00,2025-01-24 12:55:00
3951,1003037,149,Follow-up Due,2025-06-17 18:48:00,
3952,1003037,149,SLA At Risk,2025-06-18 15:48:00,2025-06-19 13:48:00
