escalation_id,request_id,from_user_id,to_department_id,escalation_reason,escalated_at,resolved_at
2259,1018886,177,4,Multi-department coordination,2024-11-10 14:42:00,2024-11-18 14:42:00
2260,1018897,8,7,Capacity support,2025-07-04 15:49:00,2025-07-06 15:49:00
2261,1018914,14,1,Multi-department coordination,2026-05-24 08:32:00,2026-06-01 08:32:00
2262,1018917,146,2,Capacity support,2026-01-20 13:45:00,2026-01-23 13:45:00
2263,1018924,40,4,SLA risk,2025-07-31 15:27:00,2025-08-06 15:27:00
2264,1018930,156,3,SLA risk,2025-08-07 12:54:00,2025-08-15 12:54:00
2265,1018935,104,3,Multi-department coordination,2024-09-17 10:46:00,2024-09-23 10:46:00
2266,1018936,165,7,Capacity support,2025-02-04 16:24:00,2025-02-08 16:24:00
2267,1018938,21,4,Multi-department coordination,2026-02-19 08:03:00,2026-02-23 08:03:00
2268,1018954,19,4,Capacity support,2025-04-22 09:34:00,
2269,1018961,101,5,Capacity support,2025-06-23 12:18:00,
2270,1018964,193,4,Capacity support,2026-03-31 15:39:00,2026-04-07 15:39:00
2271,1018969,82,8,Policy review,2025-05-07 15:06:00,2025-05-15 15:06:00
2272,1018971,7,1,Multi-department coordination,2025-10-24 11:18:00,
2273,1018985,66,4,Capacity support,2026-02-20 16:02:00,
2274,1018994,49,2,SLA risk,2025-10-15 12:49:00,
2275,1019007,74,1,Capacity support,2025-12-25 08:48:00,
2276,1019009,252,4,SLA risk,2026-05-27 12:01:00,
2277,1019015,95,8,Capacity support,2025-12-23 12:15:00,2025-12-28 12:15:00
2278,1019031,203,4,Policy review,2024-11-21 09:11:00,2024-11-23 09:11:00
2279,1019034,46,4,Policy review,2026-05-05 16:40:00,2026-05-06 16:40:00
2280,1019035,128,1,SLA risk,2026-03-09 12:10:00,2026-03-12 12:10:00
2281,1019037,123,7,Multi-department coordination,2025-12-26 10:27:00,2026-01-01 10:27:00
2282,1019038,138,5,SLA risk,2025-08-09 09:11:00,
2283,1019047,150,4,SLA risk,2025-06-27 14:06:00,
2284,1019053,136,3,Capacity support,2025-06-26 10:24:00,
2285,1019055,102,8,Policy review,2024-08-27 15:15:00,2024-08-30 15:15:00
2286,1019058,219,5,Policy review,2025-01-26 16:27:00,2025-01-27 16:27:00
2287,1019070,141,7,SLA risk,2026-01-31 09:12:00,2026-02-02 09:12:00
2288,1019088,143,3,Capacity support,2025-11-08 13:02:00,
2289,1019089,103,2,Multi-department coordination,2025-11-07 10:10:00,2025-11-08 10:10:00
2290,1019092,180,1,Capacity support,2024-11-17 09:49:00,2024-11-24 09:49:00
2291,1019098,212,6,Capacity support,2024-09-21 12:22:00,2024-09-27 12:22:00
2292,1019099,143,4,Capacity support,2025-10-09 09:46:00,2025-10-13 09:46:00
2293,1019101,84,5,Policy review,2024-10-03 14:16:00,2024-10-10 14:16:00
2294,1019104,30,3,SLA risk,2025-08-03 13:09:00,
2295,1019108,15,8,SLA risk,2025-12-21 16:18:00,2025-12-26 16:18:00
2296,1019111,78,5,Policy review,2025-03-19 11:31:00,2025-03-21 11:31:00
2297,1019117,113,2,Multi-department coordination,2026-01-14 16:32:00,
2298,1019120,137,1,Capacity support,2025-06-14 15:15:00,2025-06-15 15:15:00
2299,1019122,90,5,Multi-department coordination,2026-03-24 09:53:00,
2300,1019128,111,4,SLA risk,2025-04-12 11:51:00,2025-04-20 11:51:00
2301,1019133,52,6,Multi-department coordination,2026-01-11 13:49:00,2026-01-16 13:49:00
2302,1019135,258,2,Policy review,2024-12-13 15:16:00,
2303,1019145,127,1,Policy review,2026-05-28 15:26:00,2026-06-05 15:26:00
2304,1019146,5,5,Multi-department coordination,2025-02-24 12:44:00,2025-02-27 12:44:00
2305,1019155,186,3,Multi-department coordination,2024-12-17 11:19:00,
2306,1019158,138,1,SLA risk,2026-01-12 09:34:00,2026-01-14 09:34:00
2307,1019168,122,2,Policy review,2025-07-18 10:22:00,2025-07-26 10:22:00
2308,1019172,43,5,Policy review,2025-10-22 10:15:00,2025-10-30 10:15:00
2309,1019181,163,7,Policy review,2025-01-28 14:06:00,2025-02-03 14:06:00
2310,1019194,176,8,Capacity support,2024-11-08 14:07:00,
2311,1019198,117,6,Policy review,2025-12-08 11:20:00,2025-12-11 11:20:00
2312,1019204,174,3,Capacity support,2025-04-22 10:34:00,2025-04-27 10:34:00
2313,1019211,219,3,Multi-department coordination,2026-03-19 10:35:00,2026-03-26 10:35:00
2314,1019220,270,7,Policy review,2025-08-17 11:50:00,2025-08-22 11:50:00
2315,1019237,208,1,Multi-department coordination,2025-02-18 11:38:00,2025-02-22 11:38:00
2316,1019246,177,6,Policy review,2026-03-25 09:12:00,2026-03-26 09:12:00
2317,1019247,5,4,Policy review,2025-12-16 15:31:00,2025-12-24 15:31:00
2318,1019252,220,2,Multi-department coordination,2026-06-27 16:48:00,
2319,1019256,110,5,Policy review,2025-03-28 15:59:00,2025-04-05 15:59:00
2320,1019265,128,2,SLA risk,2025-08-20 11:33:00,2025-08-28 11:33:00
2321,1019271,31,1,Policy review,2025-03-17 13:46:00,2025-03-22 13:46:00
2322,1019286,245,3,Capacity support,2026-04-06 15:28:00,2026-04-09 15:28:00
2323,1019287,42,1,Policy review,2025-10-24 10:28:00,2025-10-29 10:28:00
2324,1019290,25,2,SLA risk,2025-01-16 08:44:00,2025-01-17 08:44:00
2325,1019302,4,3,Capacity support,2024-08-31 11:03:00,2024-09-08 11:03:00
2326,1019306,18,6,Multi-department coordination,2025-10-09 11:45:00,
2327,1019318,160,5,SLA risk,2025-11-02 10:01:00,2025-11-09 10:01:00
2328,1019324,97,6,Capacity support,2024-12-14 14:19:00,
2329,1019327,43,7,Multi-department coordination,2024-10-18 16:30:00,2024-10-21 16:30:00
2330,1019335,182,5,SLA risk,2026-02-16 10:13:00,2026-02-20 10:13:00
2331,1019338,85,5,Multi-department coordination,2026-01-13 16:12:00,2026-01-15 16:12:00
2332,1019350,133,3,Multi-department coordination,2025-03-23 13:46:00,2025-03-27 13:46:00
2333,1019355,239,5,Policy review,2025-04-12 11:09:00,2025-04-20 11:09:00
2334,1019364,137,8,Capacity support,2025-05-22 14:53:00,
2335,1019396,45,6,Policy review,2026-03-06 10:35:00,
2336,1019397,110,1,Policy review,2025-04-30 12:01:00,
2337,1019405,135,2,Policy review,2026-02-02 15:01:00,2026-02-07 15:01:00
2338,1019412,214,7,Multi-department coordination,2025-08-13 15:14:00,2025-08-14 15:14:00
2339,1019417,159,6,SLA risk,2025-09-22 16:31:00,
2340,1019418,4,3,Multi-department coordination,2024-09-15 16:55:00,
2341,1019455,163,8,Multi-department coordination,2025-07-28 08:40:00,2025-08-02 08:40:00
2342,1019460,101,1,SLA risk,2024-09-25 10:59:00,2024-10-01 10:59:00
2343,1019464,156,3,Multi-department coordination,2024-09-27 11:09:00,
2344,1019465,226,8,Multi-department coordination,2025-03-22 09:19:00,
2345,1019467,36,7,Policy review,2026-06-29 11:13:00,2026-07-07 11:13:00
2346,1019486,248,5,Capacity support,2025-12-27 12:51:00,
2347,1019503,165,8,Policy review,2024-11-03 16:24:00,2024-11-04 16:24:00
2348,1019508,163,5,Multi-department coordination,2026-06-03 15:20:00,
2349,1019511,80,8,Multi-department coordination,2025-10-10 09:22:00,2025-10-14 09:22:00
2350,1019523,184,3,Policy review,2026-06-20 16:57:00,2026-06-22 16:57:00
2351,1019531,60,1,SLA risk,2025-02-06 15:02:00,
2352,1019542,161,3,Multi-department coordination,2025-06-29 11:33:00,
2353,1019545,93,8,Policy review,2024-12-15 14:41:00,
2354,1019547,101,5,Capacity support,2026-06-03 15:27:00,2026-06-09 15:27:00
2355,1019549,271,6,Multi-department coordination,2026-05-10 08:47:00,2026-05-12 08:47:00
2356,1019555,80,2,SLA risk,2025-08-03 12:48:00,
2357,1019559,12,8,SLA risk,2026-02-21 09:13:00,2026-02-24 09:13:00
2358,1019570,82,4,Multi-department coordination,2025-07-11 13:38:00,
2359,1019572,196,5,Policy review,2025-11-17 12:41:00,
2360,1019575,58,2,Multi-department coordination,2024-11-09 16:13:00,2024-11-17 16:13:00
2361,1019598,260,7,Multi-department coordination,2026-05-24 14:41:00,2026-05-29 14:41:00
2362,1019602,179,2,Policy review,2025-02-23 11:10:00,2025-03-02 11:10:00
2363,1019604,138,6,SLA risk,2024-09-17 09:33:00,2024-09-21 09:33:00
2364,1019606,180,1,Policy review,2026-07-08 09:58:00,
2365,1019614,165,8,SLA risk,2025-09-19 16:42:00,2025-09-25 16:42:00
2366,1019626,272,8,SLA risk,2025-07-12 08:59:00,2025-07-14 08:59:00
2367,1019627,153,8,Policy review,2026-05-16 14:36:00,2026-05-23 14:36:00
2368,1019630,107,7,Multi-department coordination,2025-12-29 16:17:00,
2369,1019677,133,5,Capacity support,2025-08-21 14:12:00,
2370,1019680,221,8,Multi-department coordination,2025-02-22 14:53:00,
2371,1019702,203,4,Policy review,2024-10-08 08:16:00,2024-10-10 08:16:00
2372,1019705,166,2,Policy review,2026-05-12 08:14:00,
2373,1019708,210,3,Policy review,2026-06-11 11:37:00,
2374,1019709,105,2,Multi-department coordination,2026-07-07 14:28:00,2026-07-10 14:28:00
2375,1019724,221,1,Capacity support,2025-07-10 09:40:00,2025-07-11 09:40:00
2376,1019766,46,3,Capacity support,2025-04-10 11:09:00,2025-04-17 11:09:00
2377,1019769,71,5,SLA risk,2026-06-24 11:33:00,2026-06-28 11:33:00
2378,1019780,210,1,Capacity support,2025-12-29 12:19:00,2026-01-01 12:19:00
2379,1019809,172,8,Policy review,2025-03-07 12:52:00,2025-03-15 12:52:00
2380,1019816,177,6,Multi-department coordination,2026-03-23 11:05:00,2026-03-29 11:05:00
2381,1019824,70,6,SLA risk,2025-09-26 13:03:00,2025-10-02 13:03:00
2382,1019842,168,2,SLA risk,2025-10-31 08:14:00,
2383,1019857,196,3,Capacity support,2024-10-22 14:28:00,
2384,1019862,80,8,SLA risk,2025-02-21 11:46:00,2025-02-27 11:46:00
2385,1019870,44,2,SLA risk,2025-10-10 11:40:00,2025-10-15 11:40:00
2386,1019882,178,1,Policy review,2024-11-25 10:23:00,2024-11-26 10:23:00
2387,1019891,219,1,Capacity support,2024-12-27 08:22:00,
2388,1019901,48,1,Multi-department coordination,2024-12-12 10:08:00,2024-12-14 10:08:00
2389,1019918,71,1,Policy review,2024-10-15 14:48:00,2024-10-19 14:48:00
2390,1019923,173,5,Policy review,2026-01-20 08:10:00,
2391,1019924,7,3,SLA risk,2026-02-15 09:30:00,2026-02-22 09:30:00
2392,1019944,181,6,Policy review,2026-05-10 13:32:00,
2393,1019946,216,5,Capacity support,2025-12-13 13:29:00,
2394,1019950,26,3,Policy review,2025-04-11 14:52:00,2025-04-12 14:52:00
2395,1019965,49,2,Multi-department coordination,2024-10-21 09:46:00,2024-10-29 09:46:00
2396,1019974,66,7,Policy review,2025-05-13 11:26:00,
2397,1019987,260,6,Multi-department coordination,2026-03-16 12:22:00,2026-03-22 12:22:00
2398,1019996,163,7,Multi-department coordination,2026-06-30 13:24:00,
2399,1019997,24,7,Multi-department coordination,2024-09-02 13:06:00,2024-09-07 13:06:00
2400,1020015,145,6,SLA risk,2026-02-05 10:42:00,
2401,1020017,220,2,Policy review,2025-06-22 09:14:00,2025-06-29 09:14:00
2402,1020020,139,5,Policy review,2025-08-23 13:45:00,2025-08-26 13:45:00
2403,1020029,69,3,Multi-department coordination,2025-02-24 16:28:00,2025-03-04 16:28:00
2404,1020037,7,5,SLA risk,2025-07-25 11:27:00,
2405,1020047,237,7,Capacity support,2025-06-08 09:46:00,2025-06-11 09:46:00
2406,1020052,215,3,Policy review,2026-06-05 16:50:00,
2407,1020059,55,6,Capacity support,2025-12-07 16:59:00,
2408,1020072,264,5,SLA risk,2026-01-06 12:27:00,2026-01-13 12:27:00
2409,1020083,218,3,Capacity support,2026-03-18 12:39:00,2026-03-21 12:39:00
2410,1020108,97,7,SLA risk,2024-09-05 08:47:00,2024-09-11 08:47:00
2411,1020110,107,7,Capacity support,2024-09-29 10:40:00,
2412,1020116,4,5,Capacity support,2024-10-10 11:29:00,2024-10-11 11:29:00
2413,1020118,270,4,Capacity support,2026-07-04 08:02:00,
2414,1020127,215,7,Capacity support,2025-12-26 12:12:00,2025-12-30 12:12:00
2415,1020129,138,8,Multi-department coordination,2025-07-25 16:05:00,2025-07-29 16:05:00
2416,1020132,86,6,Multi-department coordination,2025-07-17 14:34:00,
2417,1020134,104,8,Capacity support,2026-02-20 12:41:00,
2418,1020138,89,8,Multi-department coordination,2025-02-13 14:45:00,2025-02-17 14:45:00
2419,1020146,248,2,Capacity support,2026-02-27 08:00:00,2026-03-05 08:00:00
2420,1020157,100,8,Policy review,2025-03-29 14:26:00,
2421,1020159,73,2,Multi-department coordination,2026-03-10 09:28:00,2026-03-18 09:28:00
2422,1020163,119,5,Multi-department coordination,2025-08-09 13:02:00,2025-08-17 13:02:00
2423,1020179,156,2,Multi-department coordination,2025-02-16 10:18:00,2025-02-17 10:18:00
2424,1020190,45,1,Capacity support,2026-02-24 16:59:00,2026-03-02 16:59:00
2425,1020194,67,7,Policy review,2025-12-01 09:52:00,
2426,1020196,93,7,Multi-department coordination,2026-02-17 12:56:00,
2427,1020222,219,3,Multi-department coordination,2024-11-12 09:32:00,2024-11-15 09:32:00
2428,1020226,148,7,Multi-department coordination,2024-12-25 15:30:00,2024-12-31 15:30:00
2429,1020230,1,4,Multi-department coordination,2026-03-12 10:28:00,
2430,1020233,264,6,Multi-department coordination,2025-12-02 10:30:00,
2431,1020257,270,5,Capacity support,2025-12-09 08:48:00,2025-12-10 08:48:00
2432,1020258,84,6,Multi-department coordination,2025-10-22 15:00:00,2025-10-28 15:00:00
2433,1020263,65,4,Multi-department coordination,2025-03-17 14:41:00,
2434,1020264,25,8,SLA risk,2025-09-06 12:27:00,2025-09-10 12:27:00
2435,1020273,174,6,Capacity support,2026-02-13 13:27:00,2026-02-19 13:27:00
2436,1020275,125,7,Capacity support,2025-05-25 11:53:00,2025-06-01 11:53:00
2437,1020276,119,1,SLA risk,2025-02-02 08:48:00,
2438,1020278,162,5,Capacity support,2026-03-22 14:14:00,
2439,1020286,13,6,Capacity support,2024-10-09 15:00:00,2024-10-10 15:00:00
2440,1020297,129,8,Capacity support,2025-10-23 16:36:00,2025-10-31 16:36:00
2441,1020306,122,5,Policy review,2024-11-18 10:07:00,2024-11-23 10:07:00
2442,1020311,60,8,Capacity support,2026-06-29 13:31:00,2026-07-01 13:31:00
2443,1020314,89,6,Capacity support,2025-02-03 09:00:00,2025-02-09 09:00:00
2444,1020323,107,3,Multi-department coordination,2025-01-12 13:53:00,2025-01-16 13:53:00
2445,1020338,226,8,Policy review,2025-01-27 16:52:00,
2446,1020340,153,7,SLA risk,2024-10-05 09:38:00,
2447,1020361,17,5,Multi-department coordination,2026-02-11 10:32:00,2026-02-12 10:32:00
2448,1020368,13,8,SLA risk,2025-07-23 12:45:00,2025-07-27 12:45:00
2449,1020380,227,8,Multi-department coordination,2025-03-24 16:55:00,2025-03-31 16:55:00
2450,1020402,71,1,Capacity support,2026-03-15 11:09:00,2026-03-19 11:09:00
2451,1020410,127,1,Policy review,2026-04-17 13:50:00,2026-04-24 13:50:00
2452,1020420,30,6,Capacity support,2025-01-16 14:54:00,
2453,1020421,107,5,Policy review,2026-04-21 14:58:00,
2454,1020422,221,7,Multi-department coordination,2026-05-27 08:38:00,
2455,1020435,86,1,Multi-department coordination,2026-04-09 11:04:00,2026-04-10 11:04:00
2456,1020456,189,8,Capacity support,2024-11-22 13:26:00,2024-11-25 13:26:00
2457,1020459,51,7,Multi-department coordination,2025-12-29 08:32:00,2025-12-31 08:32:00
2458,1020468,118,3,SLA risk,2024-10-06 09:39:00,
2459,1020482,66,4,Capacity support,2025-10-07 15:52:00,2025-10-13 15:52:00
2460,1020483,135,1,Multi-department coordination,2025-10-24 14:57:00,2025-10-28 14:57:00
2461,1020499,215,5,Policy review,2025-12-15 10:04:00,2025-12-17 10:04:00
2462,1020511,35,1,Policy review,2025-08-11 13:58:00,
2463,1020534,171,5,Capacity support,2025-10-20 10:38:00,2025-10-26 10:38:00
2464,1020537,83,2,Policy review,2025-05-23 10:04:00,2025-05-28 10:04:00
2465,1020538,265,2,SLA risk,2026-06-28 14:01:00,
2466,1020540,89,1,Multi-department coordination,2025-06-23 09:37:00,2025-06-29 09:37:00
2467,1020543,142,7,Multi-department coordination,2025-06-22 09:32:00,2025-06-29 09:32:00
2468,1020558,94,6,Policy review,2025-06-06 14:09:00,2025-06-13 14:09:00
2469,1020564,78,3,Capacity support,2025-12-16 09:38:00,2025-12-24 09:38:00
2470,1020569,136,4,Capacity support,2025-08-15 12:13:00,2025-08-21 12:13:00
2471,1020573,85,3,Policy review,2024-10-01 13:20:00,2024-10-03 13:20:00
2472,1020575,146,8,SLA risk,2025-02-15 15:12:00,2025-02-16 15:12:00
2473,1020579,215,2,Multi-department coordination,2025-08-07 09:19:00,
2474,1020599,48,6,Capacity support,2025-11-14 12:02:00,
2475,1020601,214,4,Capacity support,2025-11-02 16:15:00,2025-11-05 16:15:00
2476,1020605,121,4,Policy review,2026-06-23 16:47:00,2026-06-26 16:47:00
2477,1020611,66,6,Multi-department coordination,2026-01-23 15:39:00,2026-01-30 15:39:00
2478,1020615,119,5,Multi-department coordination,2024-09-02 12:25:00,2024-09-08 12:25:00
2479,1020617,221,8,SLA risk,2026-01-04 15:06:00,
2480,1020619,169,6,Capacity support,2025-01-13 12:22:00,2025-01-16 12:22:00
2481,1020620,178,2,Multi-department coordination,2024-12-11 14:33:00,2024-12-16 14:33:00
2482,1020621,220,8,Multi-department coordination,2026-06-04 14:13:00,2026-06-11 14:13:00
2483,1020623,35,7,Multi-department coordination,2025-09-01 12:01:00,2025-09-08 12:01:00
2484,1020629,10,8,SLA risk,2026-03-29 13:04:00,2026-04-05 13:04:00
2485,1020631,49,5,Multi-department coordination,2025-05-21 10:58:00,
2486,1020647,73,3,Policy review,2026-05-06 15:42:00,2026-05-10 15:42:00
2487,1020648,96,7,SLA risk,2025-03-06 11:55:00,
2488,1020649,14,4,Policy review,2025-12-07 15:13:00,2025-12-11 15:13:00
2489,1020652,15,3,Multi-department coordination,2025-06-26 10:21:00,2025-06-30 10:21:00
2490,1020687,164,5,Policy review,2025-02-05 11:57:00,2025-02-06 11:57:00
2491,1020690,186,3,Multi-department coordination,2025-05-07 10:54:00,2025-05-10 10:54:00
2492,1020693,167,6,Policy review,2026-03-15 08:58:00,
2493,1020697,19,6,Policy review,2025-06-23 13:04:00,
2494,1020707,130,5,SLA risk,2024-10-23 09:31:00,2024-10-29 09:31:00
2495,1020710,62,3,Capacity support,2025-03-01 16:23:00,2025-03-06 16:23:00
2496,1020713,40,2,Policy review,2026-02-05 11:21:00,
2497,1020717,42,8,SLA risk,2026-05-17 15:19:00,2026-05-23 15:19:00
2498,1020725,152,5,Multi-department coordination,2025-08-28 15:22:00,2025-09-05 15:22:00
2499,1020726,55,6,Capacity support,2026-05-06 14:05:00,2026-05-11 14:05:00
2500,1020728,63,1,Policy review,2025-01-16 10:47:00,2025-01-23 10:47:00
2501,1020729,197,8,Capacity support,2025-11-02 13:46:00,2025-11-09 13:46:00
2502,1020759,127,1,Policy review,2025-07-27 10:18:00,
2503,1020760,179,7,Capacity support,2025-12-04 08:30:00,2025-12-10 08:30:00
2504,1020768,142,7,Capacity support,2025-12-15 09:24:00,2025-12-17 09:24:00
2505,1020770,6,1,Multi-department coordination,2026-01-01 14:17:00,2026-01-09 14:17:00
2506,1020781,130,1,Capacity support,2026-01-03 10:58:00,
2507,1020788,21,2,Multi-department coordination,2026-04-16 11:49:00,
2508,1020792,265,2,Multi-department coordination,2024-11-07 15:52:00,2024-11-15 15:52:00
2509,1020798,48,3,Capacity support,2026-01-28 10:01:00,2026-01-31 10:01:00
2510,1020804,6,5,Multi-department coordination,2026-02-01 13:09:00,2026-02-02 13:09:00
2511,1020806,34,1,Capacity support,2026-07-05 13:53:00,2026-07-13 13:53:00
2512,1020817,129,2,Policy review,2024-12-19 09:22:00,2024-12-22 09:22:00
2513,1020818,115,8,Capacity support,2026-05-03 08:15:00,2026-05-04 08:15:00
2514,1020823,99,4,SLA risk,2025-03-20 14:15:00,2025-03-28 14:15:00
2515,1020828,121,5,Policy review,2025-04-20 08:25:00,
2516,1020830,87,1,Capacity support,2024-11-06 11:17:00,2024-11-09 11:17:00
2517,1020868,132,1,Policy review,2025-02-24 09:05:00,2025-03-03 09:05:00
2518,1020911,6,6,Policy review,2025-12-06 15:21:00,
2519,1020915,51,4,Multi-department coordination,2024-12-09 16:45:00,
2520,1020923,15,8,Policy review,2025-04-03 09:11:00,2025-04-10 09:11:00
2521,1020924,260,1,Multi-department coordination,2024-10-02 14:37:00,2024-10-07 14:37:00
2522,1020943,96,7,Multi-department coordination,2024-10-01 09:36:00,2024-10-06 09:36:00
2523,1020950,142,1,Multi-department coordination,2026-07-01 09:17:00,2026-07-02 09:17:00
2524,1020952,170,5,SLA risk,2024-11-16 10:15:00,2024-11-23 10:15:00
2525,1020964,125,4,Multi-department coordination,2025-11-02 16:55:00,2025-11-05 16:55:00
2526,1020965,101,5,SLA risk,2026-06-07 12:41:00,2026-06-10 12:41:00
2527,1020971,130,6,SLA risk,2025-12-11 16:01:00,2025-12-18 16:01:00
2528,1020973,178,4,SLA risk,2025-01-21 12:37:00,2025-01-23 12:37:00
2529,1020982,67,5,Policy review,2024-11-18 13:24:00,
2530,1020983,176,7,SLA risk,2026-02-12 08:55:00,2026-02-19 08:55:00
2531,1021003,79,3,Policy review,2025-06-16 12:02:00,2025-06-20 12:02:00
2532,1021006,107,7,SLA risk,2025-02-25 14:20:00,
2533,1021022,174,6,Policy review,2025-09-07 14:34:00,2025-09-13 14:34:00
2534,1021042,123,2,Multi-department coordination,2025-07-29 11:07:00,2025-08-03 11:07:00
2535,1021056,107,2,SLA risk,2025-11-18 09:45:00,
2536,1021066,85,2,Multi-department coordination,2025-01-31 10:13:00,2025-02-03 10:13:00
2537,1021070,45,4,Capacity support,2025-01-28 10:43:00,2025-02-02 10:43:00
2538,1021079,207,2,Policy review,2026-01-08 11:01:00,
2539,1021082,103,1,SLA risk,2025-03-17 15:23:00,
2540,1021088,76,1,SLA risk,2024-12-20 13:14:00,
2541,1021102,20,3,Multi-department coordination,2025-10-25 08:31:00,
2542,1021107,32,5,Policy review,2026-02-26 11:25:00,2026-03-04 11:25:00
2543,1021127,18,5,Capacity support,2025-06-12 14:13:00,2025-06-18 14:13:00
2544,1021144,43,6,Policy review,2024-12-09 11:15:00,2024-12-16 11:15:00
2545,1021147,176,3,Multi-department coordination,2024-11-17 13:37:00,2024-11-21 13:37:00
2546,1021153,24,7,Multi-department coordination,2025-11-05 08:58:00,2025-11-09 08:58:00
2547,1021155,162,8,Policy review,2026-02-08 09:45:00,2026-02-13 09:45:00
2548,1021162,46,4,Multi-department coordination,2024-12-24 13:01:00,
2549,1021170,151,7,Policy review,2025-07-06 14:49:00,
2550,1021171,221,5,Policy review,2024-09-05 15:01:00,
2551,1021172,227,3,Capacity support,2026-02-01 12:11:00,2026-02-05 12:11:00
2552,1021198,139,2,Capacity support,2025-05-19 10:15:00,2025-05-21 10:15:00
2553,1021213,154,6,SLA risk,2025-06-30 15:01:00,2025-07-01 15:01:00
2554,1021216,28,2,Multi-department coordination,2026-05-11 08:50:00,
2555,1021219,179,4,Multi-department coordination,2024-10-25 12:52:00,
2556,1021244,177,3,SLA risk,2026-05-17 16:33:00,2026-05-20 16:33:00
2557,1021255,32,8,Multi-department coordination,2024-11-01 09:32:00,2024-11-07 09:32:00
2558,1021259,170,4,Multi-department coordination,2025-08-09 08:49:00,2025-08-12 08:49:00
2559,1021276,102,2,Policy review,2026-05-06 16:11:00,2026-05-12 16:11:00
2560,1021282,65,3,SLA risk,2025-07-30 13:53:00,
2561,1021301,59,3,Multi-department coordination,2024-12-16 10:08:00,2024-12-22 10:08:00
2562,1021309,142,3,Capacity support,2024-11-11 14:45:00,
2563,1021312,118,7,Multi-department coordination,2024-11-10 16:58:00,2024-11-15 16:58:00
2564,1021320,138,8,Policy review,2024-09-30 09:55:00,
2565,1021329,180,5,Capacity support,2025-08-24 15:08:00,
2566,1021343,158,6,Multi-department coordination,2026-01-22 13:08:00,2026-01-27 13:08:00
2567,1021369,174,4,Capacity support,2026-03-12 10:02:00,
2568,1021386,137,2,Policy review,2025-04-14 15:05:00,
2569,1021392,92,8,Policy review,2026-05-03 16:18:00,2026-05-07 16:18:00
2570,1021404,140,3,Multi-department coordination,2025-07-29 08:57:00,2025-07-30 08:57:00
2571,1021409,43,6,Capacity support,2025-02-15 15:12:00,2025-02-16 15:12:00
2572,1021415,84,2,Policy review,2026-05-20 15:42:00,
2573,1021416,67,5,Multi-department coordination,2025-05-24 09:41:00,2025-05-28 09:41:00
2574,1021431,196,2,SLA risk,2025-09-23 09:26:00,2025-09-29 09:26:00
2575,1021443,27,5,Capacity support,2026-04-18 12:47:00,
2576,1021458,159,2,Policy review,2025-08-30 09:27:00,2025-09-06 09:27:00
2577,1021479,170,3,Capacity support,2025-11-10 15:07:00,
2578,1021487,123,2,Policy review,2024-12-26 14:28:00,
2579,1021528,268,5,Capacity support,2024-09-05 08:03:00,2024-09-07 08:03:00
2580,1021529,92,3,SLA risk,2026-03-26 12:53:00,
2581,1021532,114,3,Capacity support,2025-10-24 09:06:00,
2582,1021543,169,6,SLA risk,2025-10-19 14:59:00,
2583,1021568,271,4,Capacity support,2024-12-05 11:08:00,
2584,1021572,70,7,Capacity support,2026-01-05 09:48:00,
2585,1021573,32,8,SLA risk,2026-06-03 14:50:00,
2586,1021580,5,2,Policy review,2025-05-29 13:13:00,2025-05-31 13:13:00
2587,1021588,119,4,Multi-department coordination,2024-09-25 09:38:00,
2588,1021590,76,4,Policy review,2026-05-11 10:47:00,
2589,1021591,115,2,Policy review,2025-11-14 16:44:00,
2590,1021593,149,6,Policy review,2024-12-16 09:46:00,2024-12-23 09:46:00
2591,1021598,13,6,Multi-department coordination,2025-01-29 08:23:00,
2592,1021609,167,1,SLA risk,2024-12-13 09:12:00,2024-12-14 09:12:00
2593,1021623,102,6,SLA risk,2025-12-09 15:22:00,2025-12-17 15:22:00
2594,1021644,14,1,Policy review,2024-12-26 13:48:00,2024-12-27 13:48:00
2595,1021656,151,6,Multi-department coordination,2026-04-12 13:07:00,2026-04-13 13:07:00
2596,1021662,74,6,Capacity support,2024-12-31 12:15:00,2025-01-01 12:15:00
2597,1021682,150,5,Policy review,2024-09-26 14:24:00,2024-10-02 14:24:00
2598,1021689,79,8,Multi-department coordination,2025-06-11 12:03:00,
2599,1021694,54,2,Multi-department coordination,2026-04-26 16:05:00,2026-04-27 16:05:00
2600,1021700,21,2,Capacity support,2026-06-23 15:43:00,2026-06-24 15:43:00
2601,1021708,89,1,Multi-department coordination,2025-07-24 09:18:00,
2602,1021712,174,4,Policy review,2026-04-17 09:05:00,2026-04-23 09:05:00
2603,1021719,151,3,Policy review,2025-01-19 14:57:00,2025-01-20 14:57:00
2604,1021720,179,7,Capacity support,2025-11-05 14:08:00,2025-11-07 14:08:00
2605,1021722,197,2,Capacity support,2024-12-11 10:51:00,2024-12-16 10:51:00
2606,1021735,260,1,Policy review,2025-09-02 11:29:00,2025-09-10 11:29:00
2607,1021736,10,8,Capacity support,2025-04-19 10:50:00,2025-04-25 10:50:00
2608,1021739,136,5,Policy review,2026-06-06 09:23:00,
2609,1021745,57,1,Multi-department coordination,2025-07-04 15:41:00,
2610,1021755,186,4,Capacity support,2024-12-09 10:32:00,2024-12-17 10:32:00
2611,1021760,94,1,Policy review,2025-05-01 14:13:00,2025-05-07 14:13:00
